IHST,19800,1800,not_ambiguous,historical,Asia/Colombo
IMT,7016,0,too_ambiguous,historical,Asia/Irkutsk,Europe/Istanbul,Europe/Sofia
IOT,21600,0,time_ambiguous,modern,Indian/Chagos
IRDT,14400,3600,time_ambiguous,modern,Asia/Tehran
IRKST,25200,3600,time_ambiguous,modern,Asia/Irkutsk
IRKT,25200,0,time_ambiguous,modern,Asia/Irkutsk
IRST,14400,0,time_ambiguous,modern,Asia/Tehran
ISST,-3600,3600,not_ambiguous,historical,Atlantic/Reykjavik
IST,19800,0,too_ambiguous,modern,Asia/Colombo,Asia/Dhaka,Asia/Gaza,Asia/Jerusalem,Asia/Karachi,Asia/Kathmandu,Asia/Kolkata,Asia/Thimphu,Atlantic/Reykjavik,Europe/Dublin
JAVT,26400,0,not_ambiguous,historical,Asia/Jakarta
JDT,32400,3600,not_ambiguous,historical,Asia/Tokyo
JMT,25632,0,too_ambiguous,historical,Asia/Jakarta,Asia/Jerusalem,Atlantic/St_Helena
JST,32400,0,not_ambiguous,modern,Asia/Dili,Asia/Hong_Kong,Asia/Jakarta,Asia/Kuala_Lumpur,Asia/Kuching,Asia/Makassar,Asia/Manila,Asia/Pontianak,Asia/Rangoon,Asia/Sakhalin,Asia/Singapore,Asia/Tokyo,Pacific/Nauru
KART,18000,0,not_ambiguous,modern,Asia/Karachi
KAST,18000,0,time_ambiguous,modern,Asia/Kashgar
KDT,28800,3600,time_ambiguous,historical,Asia/Seoul
KGST,18000,3600,not_ambiguous,modern,Asia/Bishkek
KGT,18000,0,time_ambiguous,modern,Asia/Bishkek
KIZST,18000,3600,not_ambiguous,modern,Asia/Qyzylorda
KIZT,21600,0,time_ambiguous,modern,Asia/Qyzylorda
KMT,-14696,0,too_ambiguous,historical,America/Cayman,America/Grand_Turk,America/Jamaica,America/St_Vincent,Europe/Kiev,Europe/Vilnius
KOST,43200,0,time_ambiguous,modern,Pacific/Kosrae
KRAST,25200,3600,time_ambiguous,modern,Asia/Krasnoyarsk,Asia/Novokuznetsk
KRAT,25200,0,time_ambiguous,modern,Asia/Krasnoyarsk,Asia/Novokuznetsk
KST,28800,0,time_ambiguous,historical,Asia/Pyongyang,Asia/Seoul
KUYST,7200,3600,time_ambiguous,modern,Europe/Samara
KUYT,14400,0,time_ambiguous,modern,Europe/Samara
KWAT,-43200,0,not_ambiguous,modern,Pacific/Kwajalein
LHST,37800,1800,time_ambiguous,modern,Australia/Lord_Howe
LINT,50400,0,time_ambiguous,modern,Pacific/Kiritimati
